text,label
"Tamara bape beshadiya chhe Hanuman dadane ato Swaminarayan bhagavane beshadiya chhe tamane shi khabar Swaminarayan kon hata abhan manasho temana book vacho pachhi kaho.
Swaminarayan bhagat thavu koe Nani vat nathi.
Pela bavao dhog Karine lokone chhetare chhe amane pakadone teo gajapive chhe darupeve chhe Kaya shastarama kahiyu chhe ke hoka piva te sanatan dharamama nathi avatu Ane Masha khavo chho paraniyoni Bali chadhave chhe temane pakado.",1
"Lakhyu ane khud ne j khbr nathi bas lakhi nakhyu ne manso puje che avav ne
Sache to apde ramayan bhgvad gita sivpuran visnupuran vachvu joye apde 
aloko na bhgvan sacha 
but bap e bap j rey brahma vishnu mahesh ni jay ho e j bap ne ma bhgvati mata",1
"Ela bhai mara gaam loyej mathi aa bhai ne gnan thayu amara santo dwara ane tamne khabar na hoy to kav amara jilla junagadh ma raheta narsih maheta ji ye ghani vaat dwarkadhis ne rubaru bolavya ane ek sant jemnu naam dasi jivan saheb emne to 11 var emna jivan ma bolavya dwarka dhis ne to pan e loko sant tarike odkhay che sqami tarike nai ko sant ne swami narayan kaheva thi ee kaai bhagvan nathi bani jata ee to je emne maane che emno bhaav che... Badha potan na guru ne bhagvan j samje che....

Sastro banavnaar pan eej, emne vanch naar pan eej...",1
"E bhai morari bapu ne kai kevani jarur nathi potana santo nu dhyan rakho kon kevu chhe pachhi bija ne kyo kodav potanu jovo 
Pote jane buddhi sadi na dikrav hoi em bole chhe



Jay shree raam 
Mahadev har
Jay morari bapu",1
Ela ma chodamna gaydha pikina tedini rate no video che a pikina mara dikra mara dikra krin TRP leva mangas tara jeva nthi jata aa desh mathi pikina tedini rate no video hoi to btav ne agav thi koi ne kay leva deva nthi,1
Emna takla kale udhine kehse ke amara bapa to ram kal pan hata ram ne emne j ashirvad apya ta ke ravan ne mar pachi krushna kal ma pan hata bapa e krushna ne ashirvad apyata 😂😂😂 ek vat kahu tamara aa duplicate bhahwan ne tame game tetlo marketing karso pan e bhagwan ni sreni ma nai ave,1
Rupala ne puso Tari pase se akey avo puravo k jya satriya koy ni same nama avo ne Kay pan ava prakar na vehvar kara johar kari ne pota ne tyag kari didho se matha vadhi nakha matha dey ne Jo a palya thy ne punjay se gamo game pan koy ne nama nathi ane Hindu tva dharma basavo hoy to a satriya e nakar atyre masid ma mola padhta hot akha desh. Ma jo satriya na hot to abhar mano satriya no jene hindutva Sanatan dharm basavo se,1
"Lok sahi che to takla amara bhagavan ne seva karta batavo ae kya kayda ma lakhyu che ke bija na bhagvan ne tamara bhagvan ni seva karta hoy aevu lakhyu che
Tamari jat na takla maru
Jo mara hath ma avi gaya to tamara takla fodi nakhis",1
Are dharm na rachyita o ek vaat to samjo k maro krishn kaniyo joto hase to aene dukh thatu hase Kem k mara kana na harday ma shivji vase che aene shivji na hraday ma maro krishn kanayo vase che mate  aa dharm na name dhating bandh karo ne tame Santo cho sharam aavvi joiae kaik aam ladta jagdta sant aene kahvay k jene koi Thi kai fer na pade pramuk swami gopalanand swami ni hu books vanchu chu apurvswami na pravachn sambhdu chu satsree swami na prawachn sambhdu chu hu morari bapu ni katha Pan sambhdu chu tame Santo jo aavdi nani moti vadvivado ma raho to saru na kevay ame bhale sansari rahya Pan aa badhu joi maro kano Pan dukhi thato hase kem k bolai gyu to bolai gyu pachu nathi aavanu thodik sarm baki hoy to aava jagda bandh karo chokra aavnari pedhi shu sikhse aavu j aena karta to sansari sara,1
"Modi na natak chalu  .bhay aa sayaran  vage to kai surakshit jagya ae java nu  eto kyo ...

Corona ma thaliyu vagadi have aa nava natak chalu .modi sarkar aam janta ni raksha karvama pure puri nishfal gay chhe .  mumbai upar aatankvadi humalo thayo tyare aaj modi sarkare jete govt no vak chhe tem kahyu hatu to pachhi aato aapana bharat no sauthi sensitive area chhe tya ek pan prakar ni security hatij nay .aa aapani govt ni bhul chhe je te loko ae svikar vu joye .hu to modi ni param bhakt hati  pan jem jem news ma aave ke aapana gujarat ma aatala bangladeshi loko  pakadaya ,aatala pakistani loko pakadaya ae bhi chhela 20-30 years thi aapana gujarat ma vasavat karta hata to pachhi gujarat ma to ghana varso thi bjp ni govt chhe . vali pachhu pachhu  pakistan mathi ketali chhokariyu ahi marrage kari ne aavi chhe ane ha nana balako ne teni mata thi alag karva thi su fayado pahele thi kayado banavo joye ne ke bhay pakistani chhokari ke chhokara  sathe marreage karva nahi .aato potani bhul chhupava bijana parivar vikhi rahya chhe .huto modi bhakt hati ane rahis  pan kaikto khotu thayu chhe je bolvu jaruri pan chhe .",1
Aapda thi kain na thay e loko jon kare che tame arji karo ane case karo but aa maramari par utarvanu koi solution nathi pachi dand e bharvo pade and jail ni hawa pan khavi pade. Jene problem hoy e meter use j na kare ke kadhi nakhwani arji kare to pan meter thi kain khas fark pade nai .,1
Yese log    p m ban jaye tho  keya keya kar sakte hai jara socho    or hamare desh ke  p m shree modi keya kahe te hai ke hu tamara jevoj samanvay manas chu mane desh sambhaal vani jawaab dari mali che   tho desh sari rite chalavi saku ye mari faraj che  baki hu tamaro paradhan sevak ja chu   ❤ jo janin se juda rahega  wahi  aage jayega   ye bhai ne abhimaan aavi gayu che   batt khatam,1
Atla varso sadhu santo kaya gaya hata  hindu samaj ma andro andar kajiyo karave chhe amuk santo fiosifi kare chhe to jav ne tevda hoito musal ma pase le jehad nu karo ne and ro andar bajo chho sadhu matho vara e samajik ma kai seava api chhe tyare swaminarayan santo eseva napi chhiy,1
"Chalo samjya k 80 ni limit hati to bhi tathya patel 120 k 130 speed a jato to, but loko ni bhi etlij bhul che jetli tathya ni che , kem k sg highway iskon jevi jagya jya aavi moghi gaadiyo jhadape jati hoy to loko na evi rite vacche na ubhu thavay, ane tyaa street light nathi ekle jetla sudhi tathya loko na joto tyaar sudhi bau modu thai gayu tu, baaki om shanti 🙏",1
aa badha polish vada ne case karoo 12 vage leva gai too a kayo kaydo che polish job karti hoy to amne b khabar hovi joiye 12 vage leva javay  polish pan aaropi kevay rate 12 vage leva gai  .....,0
"Paholo thyne bhasn aapta pela vicharyu ny ke kone sli kre?amne khbr chhe ke tme vifri gya,tmne koi kevavalu  j  nthi lagta.ghdo bhray rhyo chhe..",0
"Aa Government no order che aa bicharao ne upar thi order hoy etle mjburi ma krvu pdtu hoy che 
Aavi rite karmchari pr haath na upaaday aa khotu che ekdm khotu che
Aa bhai ne etli j garmi hoy to kacheri ma jai ne neta o upar aavu behave kri aape to vandho nai

Baaki aavi rite nirdosho upar haath upadi ne hlko thaay che e khotu j che


Aane saja thava joie",0
"Ramchandra ji keh gaye gaye siya se Asa kalyug ayega hans chugega dana tunka koa moti khayega.
Sacha hasla hase a udi jase ne bagla bhagat hase e avi ne besvana. A kalyul ni vani che je stya thay .dharm premi loko a bahu samji vichari ne koi ne guru karva .sacha sant hoy ane j maan apo bija kalnemio thi savdhan.",0
"Gem zon ma seftina sathno hova joea aena krta 4 gna hot ane Ronak patel gem zon ma aag lagi tyare  hajar hot to shu  dha ne  bchavi shkt?
   10 minit ma aakha gem zon ma aag Prsri ge hti......vicharo",0
"Chodinao Aa charcha karvani che? Muddao par charcha karo ne, And modi ni gand ma jor hoy to e pan jaay rixavadao na ghare bhojan karva, kone rokya? Ane pela advertisement vada dofa ne kaye 20 crores to aa loko e 2 mahina ma kharchya, modi na phota mate 2 divas maj 20 crores kharchai jay che… BJP na chutiya loko ne bolta sharam nahi avti?",0
"Ronak bhai mane ek sawal no jawab api dyo.... Jyare bija sampradaay na loko evu bole che ke ""olo swaminarayanio che"" ... Jyare avi rite swaminarayan bhagwan ne gaado api ne bole che tyare tame kya hov cho? Manyu ke shiv bhakto ni feelings ne hurt thyu pan aa granth ma ek pan bhagwan ne apshabdo boline apman nthi kryu jevu bija loko kre che.... Thodi samji vichari ne reporting kro saheb😡😡😡😡😡😡",1
bhai mitro aa to tamne evu laage chhe ke aa lokshahi chhe pan have swikarta shikho ke aa sarmukhtyar sahi chhhe.... ketlaak murakh lokoye aapela vote ne kaarne aapna khissa legaly kapaai rahya chhe,1
"AA  CASE   JE  KOEE  XYZ  LADSHE  E  PAAPEE  ANE  KUDRAT  
NA  KAYADA   MUJAB  AA  SHAITAANEE  KROORTA  NA  BACHAAV  NA  GHOR  APARADHEE  THARSHE  !  AAMA  BHAGIDAAR  SAU  ISHWER  NA  DARBAAR  MA  AANATHEE  PAN  BHAYANKER  KAMOT  NEE  SAJAA  BHOGAVSHE  ! 
  AASHA  LESH MAATRA  NATHEE  ,  TOYE JEEVTO  JEEV  TO  KAHESHE  J  KE   A  INSAAN  HOY  TO  9  JANAM  SUDHEE  KROOR  MOT  NEE  SAJAA  POTANA  MODHHE , MAATHE  CHADAAVE  !  
  AHIN  TO  CHHODAVI  LEVAANU  SHOORATAN  BATAVAAY  CHHE  !!!!!!!!!  KOEE  BHAVE  NAHIN  CHHUTAAY  !",1
ek ben aawe kahe hu jens nu mothu nathi joti bijo sathdhu aawe hu ledia nu mothu nathi joto aa shu se bhai jene 5 indri kabuma hoye to gametem jovo narsih maheta . jalaram bapa goro kumbhar sati savitri ganga sati aabato bathanu moyhu jota hata to pan bhagvan pasand thaya sri krisna malya ...!,0
Tamne CM keta sharam ave che saheb akha desh ma potani ane Gujarat ni izzat ni dhajjiyaan udavi nakhi tame to modi saheb jetlu karine gaya hata aenathi 100 ganu pachal lai gaya tame Gujarat ne have pote j kursi chhodo to saru kevay...,1
"Swaminarayan sampradday na hmna khub j kissa aave se 
Koi gam ma thi koi ni dikri ne parni gayu bairi sathe bhagi gayu
Kale kok krishna bhagvan ne bhagvaan nthi manto em bole se 
Swami pehla potana loko ne sudharo bija aapo aap sudhri jase 
Om",0
"Aek hathe taali naa pade .
Nine year pahela kam fariyad naa lakhavi ?
Fariyad lakhava no time hoy chhe k nahi ?
Sha mate lampat mahila ae vidiyo utarya ?
Main Crimer mahila j chhe .
Sha mate nine year suthi sahan karyu ?
Khoti fariyad chhe .
Ok
JSN.",0
"Bhai to potani faraz kari rahyo hato thappad maray 😡 aato aa bhai sant rahyo baki to farij waday marto koy ni pan na khavay aa bhai kai aena garthi meeter nathi layvo aene office thi suchna mujab kam kare tamne prob hoy to office jao aavi rite koine maray thodi 
Bhai pgvcl na line staff ne kau chu bhai aanu meeter kadhi lai aa bhai ni uper fir karo aa bhai ne koi pan halat ma metter malvu joine ni🤬🤬",1
"Maryada Purushottam Bhagvan Shri Ram na Sevak eva Kasht bhanjan Dev Shri Hanuman Dada ni aad ma Purn Purushottam Bhagvan nu J halkato apmaan kari rahya che emne nathi khabar k Bhagvan Shri Ram, Hanumaan Dada k Svayam Purn Puruahottam Bhagvan Swaminarayan aa sankhi nahi le. Aa Adhyatmik vat ma jene Shastr nu gahan gyan hoy eva loko bole ee barabar che, baki faltu comments apvi nau baki Thakor ji nu apmaan J karse aeno Thakor ji kul sahit vinaash j karse..
Kashtbhanjan dev ni jai
Jai Shree Ram
Jai Swaminarayan.",0
saheb  tame pan tamara rotla seko chho .. bolvanu hoy tyare bolta nathi....baki public badhuj jane chhe. ...su? jarur chhe juno video muki ne . public ne  sukam uskero chho ....tamare bolvuj chhe to saru bolene..sara mudda par bolo ne .... makhi jeva na thav  aakhu sharir muki ne gumda uper bese..virodh thay tevu na bolvu joye.....jay hind jay bharat,1
"Sachu Bolo To Aamaj Thay , Mansukh Bhai Ek Dum Sachu bole che, Je Loko ne Andhvishwas Mathi Baar Kadhva mage che , Pan Mane Mansukh Bhai Ni Vaat Ek Dum Sachi lagi",0
Sir vidharmi na kaheway...kemke tame bhi koi sadharmi nhi ...pulwama aattak karavnaro sadharmi samaj no 6e......ae to khabar6e....aemne je karyu e khotu karyu pan aena chalte tame aakaha samaj ne kharab ganao e yogy nathi evu tot amara smaj na loko pan birthday ma talwaro laine fare 6e...tyare tame sadharmi shu karta hov 6o...ae bhi dhyan rakho...😂,0
"Ghare ghare bhuva fati nikdya che sala o mataji na naame daru pise sigrate pise alya sanatan sanskriti su che khabr che ved,upnisad,bhramma sutras, geeta,ramayan,mahabharat ane vacho ane anu saro potana ist par vishvas rakho jivan ma karm j badhu che sara karmo karie to bhagvanne pan apvu pade aa ganda naya dhoya vagar na pira pira daat vara bhuva su kari levana su gappa mare che yar had thai ajthi 100 varas pela urti atli andh shaddha nati jetli aje che",0
"Bahu vidio na banavo
Swamnarcay matr hindu  bhagwan ne  gaal aapnaar halka sadhu 
Have hindu e kasm.lidhi se sathe 
Mali ne aa swm nry je bhagwan galo aape se..tena mandir ma ek rupis daan na karisu na bhojan sala ke dharmsala me kyare pag mukisu ne koi swaminarayn ni naam ni  koi pan prodt na kharidi su na ena naam ni dukan ma koi hindu pag mukse hindu potana bhagwan ni sogandh lidhi se 
Boycot darek swmnry",1
Salkanpur to k hamara swami tya pela bhoot utarna ma famous hatu to pan ghus mari. Have hamara bapa ne adphet ma lidha swami tame bhulta nai hame lohana che dada jasraj na vansaj waagh bansuri ne to badha maachde chadi jaso ne maro baap kalyan bajri na rotla khavdavto ne e a kishan pela pachi nai,1
Hve tare rupiya joiye etle 8 yrs pachhi jagi..su leva koi ne badnaam kre chhe? Tare complain tyare j krvi joiye ne ..jyare  first time taro rape kryo hoy..,1
Atar sudhi aa ladies su karti ti ? Atar sudhi jalsa karvana Sara lagta ta ?16 mahina  pachi kes karyo Swami par enu Karan su  ? 16 varsh jalsa Kari aane pachi fasave che    jo   k.  Swamine bhi kadak saja thavi joiye k biji chokri sathe aavu na thai.  Aane. Chokri ne bhi khash saja thavi joiye ken k 16 varsh jalsa Kari ne police kes karyo che. Tenu. Rahasya su che. ?  Kem. 16. Vars pachi police kesh karyo. Atar sudhi Kem nahi. ?,1
Lockdawn thi kai nai thatu to su leva gaya varsh lagadyu haal jetla cash che ena karta ocha cash ma gya varse tame loko e lockdawn lagadi nakhyu hatu ane garib manso ni vaat to tame javaj do haal je garib che e madhyam varg vara che garibone to tame marinakhya. Kisano ne marinakhya nokrivaraoni nokri khaigya,1
gaddar tukde tukde gang member no MLA  kya mari gayo ? kem fakt upper kast vs Dalit j karavu chhe ? jyare peaceful kom ni vaat aave chhe tyare  kem fati jaay chhe ?,1
"Thay a kari lejo mafi nai magiye nikdi padya Cho mafi mago
Morari bapu Ami Ram Katha ma Ali mola Ali mola kare che Ane mafi mangavo
Amaro Swaminarayan bhagvan Satya che je bolo Cho a bava nathi tame dhongi cho",1
"Sir ine chhodnaa nahi chaye saudi arab jese kanun ki saja honichaye inke waja se hamaari kom ko badha naam kiya jaaraha hai inke jo sapotar hai une bhi saja honi chaye 
Maar dal naa chaye aese logo ko jo khopha aur deshat felarahe hai desha mai",1
Ha police avu j kare chhe jamnagar mahila police pan avu j kare chhe same vara thi paysa khayne jem man pade em bole chhe Ane ame husband ni camplin Kari to em kiye chhe tame Bano tame potani rite bija sathe relasanship ma raho avi sala ape Ane k tame amne puchhi lagan Karo chho Mane tamro theko lidho chhe avu avu kiye chhe atle gujrat police vise karyvahi karo,1
aa vikas bapu ne apshabdo bav aavde che...swaminarayn bhagwan  game teva virodh ma pn sthir ane shant hata e bhuli gya lage che..hali mawai ane bija abhadra shabda no upyog kari ne tilak ni garima nu khandan kre che..ek vat avashya janavi dav ke shiv ne rakho baju ma evu kem bolya aap? jo shiv ne tame padhravya hoy to aa shabdo na hoy tamara...shiv sanatan dharma na j che ..jo shiv ne tame side ma rakhvanu keta hoy to hindu dharma ma tame aavo j nai..su khali public ne attract krva j Shiv ni pratishta kro cho????? aapo jawab aano to khara kv,1
"....... police wala ni FIR uper thi spast thay chchey k ek police walo dar roz na 30000 rupiya thi to ghanabadha vadharey ""HAFTA"" ni KATKI karto j hasheey ....... havey vicharo ......... ketla aava bhrastachari ""tholiyao"" chchey aapda gujarat ma.... ?? ... emno kul divas no bhrashtachar ketla rupiya no thay ...??.... aney ... mahiney kul ketla rupiya ughravata hashey ... ?? .... aney ... e rupiya to chchek ""UPER SUDHI"" JATA J HOY CHCHEY ..... to aa sarkar ma kona kona hissa ma aamathi ketla ketla ruipiya jaay chchey ......???? ............ aney .... RONAK BHAI ... aa SUART thi eklo HARSH SANGHVI j nahi fekuda ma , pun ""EX-BUTLEGAR"" BHAU pun aavey chchey e kem na bolya ...???? ....... darrrta to nathi ney bhai ...??? ..........",1
"Reva dene . Morari bapu  ram katha  karte karte namaz pade  ane masidma jai kabar ni pooja kare  tyare  tamaro sanatan dharm kyan gayoto .  
Hanumanji maharaj   be hath jodine swaminarayan bhagwanana mata pitane namaskar kare chhe  ema tamne sanatanio ne su vandho padio bhailao. Ee to ena potana istadevna  na mata pita ne pranam kari rahya  chhe  . Ato ek vivek ane vadilono adar chhe.  Hanumanji  jyare sree lanka sita mayani sodhma gaya  tyare pratham ravan ne malva gaya  . Ravan ne  sinhasan uppar bethelo joi hanumanji tene be hath jodi namaskar karya ane bolya lankeswarko mera pranam . To  ato ek bharatya  parampara chhe. Sahune adar apvo  ej vivek chhe  to ee to Hanumanji kari rahya chhe  . To ema tamne  sanatanione su vandho  padiyo.  Tamara gharma tamme  su karo chho eni upadhi swaminarayan sampraday vara kai  nathi karta to pachhi  tamne su problem thayo chhe  . 
Jay shree swaminarayan.",1
italiya baybrojgar ko pucho shishmahal may vibhav gunda nay swati mali val ko peeta tab a kyu chup tha swati ka bad duva laga to kayjri road per aa gaya kayjri b chup tha,1
"Vhala Swaminarayan Sampraday na sarve bhakto,

Morari Bapu na anuyayi atyarna bahu j bhayankar pravrutti chalavi rahya chhe. Tame joi ne em pan kahi shakso ke aa vyaktio (Morari Bapu na anuyayio) khud Morari Bapu e chadavya che Swaminarayan Sampraday vise kharab vaato felava mate. Facebook, YouTube ane blog site dwara SanatanDharmaWay ane Riya Patel jeva Morari Bapu na anuyayio loko ne sikhaman deta jay che ke ame Sanatan Hindu Dharma na raksha karnara chhie ane Swaminarayan Sampraday Hindu dharma j nathi evi vaato kari me loko me ullu banave chhe. Jaat jaat na post video picture muki ne aavi vaato felave chhe to have sahu bhakto ne namra vinanti ke sarve ne aa jan karavi ke SanatanDharmaWay ane Riya Patel thi savdhan. Jai Shri Swaminarayan.",0
KEJRIVAL CHOR CHE ANE GARIBO NA DUSMAN CHE KARAN KE AAGALNA CONGRES HARAVI NEAAGAL AAVYA NE AAPNA BHARAT DESH NA RASTRPATI NE VOT NA AAPTAHOY AEVA NETAA RASTRA VIRODHI HOY ANE HOON PELA THI KETO AAVYO CHHU KE AA KEJRIVAL HINDU NATHI KEM KE AAMNE VIDESHI FANDING MALE CHHE. BHARAT DESH NE ANE DESHNA VADAPRADHAN SREE NARENDRABHAI MODIJI SAHEB NE NICHA DEKHAD VAANI KARAN KE DUNIYAMA MODIJI NI WAH WAH THAY CHE. ANE MARA AATMIYTATHI SUBHECHHA PATHAVUCHU MODIJI SAHEB NE ABHINANDAN PATHVUCHHU ANE MARA AATMIYTATHI GUJRATI CHHU MANE GARV CHHE.ANE MARA GUJRAT NA LOKLADILA SREE BHUPENDRABHAI PATEL DADA NE ABHINANDAN PATHVUCHHU ANE MARA GUJRAT NA TAMAM BJP KARYA KARTA NE HOON KAHEVA MANGU CHHU KE AA KEJRIVAL KRICHAN CHE ATLE PANJAB MA SARKAR BANAVI AETLE HOON KAHEVA MANGU CHHU KE AAPNE GUJRATI GUVANTI GUJRATI CHHIYE AAPNE BADHA GUJRATI મંતના BHAKTO CHHIYE. ANE MAHAADEVNA PUJA KARIAE CHHE.ROHITBHAI ABP ASMITA ABHINADAN AAPUCHHU ANE congratulations sahe HOON to MODIJI bhakt chhu.ane MODIJI TO GEERJANGAL NO SHINH છે. DHANYVAD  JAY JAY SREE GARVI GUJRAT BHARAT MATA KI JAY VANDE MATARAM JAY HIND RASTRAPREMI CHHU.MNE GARVSHE KAHO HAM HINDU HEN.THENKYU BHARAT MATA KI JAY VANDE MATARAM JAY SREE RAAM.,1
Are bhai aa Madre chod takla Jani joy ne vivad ubho kare che duniya ma famers khava mate aane chutiya ne dhare pet bharatu nathi atle bhikhara Ganda Thai Gaya che aane support karva Vara pan baraber paap na bhagidar che samjai tene Abhinandan na samjai ana kismat jay mahakal jay mataji,1
"Tamburani kaydesar karyavhi kari ske chhe???.... 
Kya kaydama lakhyu chhe k pura naam sathe Bhai na kahi sakay?? 
Hoddane maan hoy, 
Koi durupyog k dakhalgiri kari hoy to kaydesar Karo . Harishbhai. 
Harishbhai.... Tamaro tont alag chhe. 

Govt.. Servant chho.. Servantno mtlb damjta hso... 
Harishbhai a kidhu k kaydesar ma Pappa ne pn na chhoday. (Right) 
Mtlb... Pappa a pn Sir kevu pde. 

Narendra Modi Bhai to em kehta hata hata K Bhle Hu P. M.  chhu. 
Pn Mara Gujarati Bhai to em kahine bolavse K Narendrabhai.. Sambhlo... 

Harishbhai.... Bhai... Bhai.... Bhai.... Bhai... Bhai.... Bhai.. Bhai... Bhai... Bhai... Bhai.",1
"Ye behan ji sach bolbrahi he. Fariyad patrr diya..rubru bhi 2 baar gyi..or police aisi baat kare unke uperr bhi kes hona chhiye..to tum kya kaam karne ke liye dood lagaoge...
   Sab jagah isse bhi haalat khrab he..sachme ye khata bandh karke miltri ko 2 saal do tab ptta chlega kya kya kand kiye he...saramse sab zuk jaaoge asliyat ka ptaa chlega to😊",1
Shu Uneducated Loko j aano virodh kare chhe ? Koi paan virodh Karan vagar nathi thato. Sarkaar ni zavabdaari hoi chhe praja ni sukhakari mate ni. Maherbani kari ne praja ni Satya vaat ujagar Karo. Bharat ni ane Media ni Aabru na dhajagara duniya jove chhe,1
Jalaram mandir ma roj hajaro loko free ma prasad lee che ne aavu 200 years thin chalu che swaminarayan mandir ma koi pan mandir ma ek var toh free ma jamado ee pn harajo loko ne aavi tamari okat che pela pchi jalaram bapa vise kaik boljo,1
aa machodamna taklaa na andhbhakto bhudhi chod che benchodmnav k aava takla ni vaato par trust kre che chutiyav and biji vaat e k aa taklaav benchomna ladies no facs no jove to tmari mummi nu su krso benchodmna taklaa na andhbakhto tmari mummy k ben dikri ni kai velue j nathi madarchodo taklaav na andhbhakto have to sudhro lowdaav and biji vaat e k aa taklaav swami pikinaav ne muko and tmara maa baap and mataji ni seva kro aa taklaav nai becoz tara mummy na lidhe j atyare aa duniya ma cho tme jadhinaav etle kaik samjo pikinaav swami na andhbhakto🤬🤬🤬,1
"Aa gundao ni gaan laal kari nakhi hashe police e 😂,  lukkha o ne mafat ma light vaparvi che, bosdinu bandi waadu paachu dadagiri kare che, ghar bahar pachi vip gaadi hoy,  desh ma aava lukkha hoy to ghanto desh aagad vadhe?  Chori upar thi sina zori,  😠",1
"Koi seva beva mate nathi badha sala kaam chor chhe ane services na name sute sute pagar khay chhe ane kaam karava mate chai pani lai ne pan kaam nathu karata, jyare aag lage tyare kuvo khodava nikade ane 1 jnana kaam ma 10 jan bhega farata hoi chhatay kaam na thai ane office ma party kare,  chori karava vara chori kare ane socity ma koi thoda time mate bare gayu hoi to bill bharava ma modu thai to phone bon kai na kare ane chhedo kapi jai jyare ghare avie tyare khabar pade ke freej ma badhu sadi gayu, chhatay atalu karya pachhi jo solar ma tamari vadhare vidhyut utpaadan thayu hoi to e loko unit na 2 rupiya ape ane jo tamane 8 rs unit vehache,  ane pote pathani vyaaj khoro ni jem ugharani kare ane pote vadhare rupiya 2rs unit prama ne nikada ta hoi to varlse 1 vaar aape, badha 60000 ane 100000  pagar khai khai ne kaam chori kare ane nana manas ne dada giri kare ane chor, gunda same jai nai",1
gopal italiyua kahe etale koi vyakti gundo thai gayo ? bhajapa no lukkho thai gayo ? shun khatari nathi ke gopal italiya ane eni party e te riksha chalak ne dhak dhamaki aapine nahi bolavyo hoy ?,1
Nautamya bhosdina  tane sadhu na kahevay. Tu to bavo chhu. Sala takala. Swaminarayan ek sant hata. Ena jewa ketalay santo aa desh mo thaya ane hal chhe. Hanumanji dada to tara Swaminarayan  na bap na bap chhe . Sala papi mo sambhali ne bol. Gand par gada padshe to badha ladwa nikali jashe. Sarwopari bhagwan shree Krishna chhe  pachhi koi bhagwan prgatya nathi. Badha sant peda thaya chhe. To chutiya taru mo bandh rakh. Tame badha narak mo jawana chho.,1
"Khali helmet naa kayda lai ne common and gareeb manaso jode thi paisa ughrave che... harsh sanghavi ma kai dum nathi, modi saheb ne ko kok bija ne laavo strong leader joiye.",1
Shanker bhagvane zer pidhu ane teo nilkanth kehvana teto barabar chhe. Parantu tamo nilkathvarni ne maate je bolya te jota janay chhe ke tame vyaspeeth par katha karva beso chho tyare shue bhaang peene beso chho.,1
156 sheet api ne teno vedh badhay e sahan karvu padse j. Gruh mantri e kyarey kanuni khof raju karyo nathi. Etle gunda o ni tanasahi charam sima e pahochyo chhe,1
"Bapu Pela Ali Molani Dhun gavanu bandh karine Vidharmiyoye Krishna Bhagwanne Murti JAMA Masjidni Sidima. Dati chhe,Jena par Vidharmiyo Jayam pag de chhe,kayam Sanataniyone woman kare chhe te Bandh karavo ,,Andaro andar badhine tamari Okat na dekhado,,,tamne Duniya Olakhi gay chhe",1
"koi pan sadhu sant ke rushi munio ni ishwar pratye ni bhakti ane enaathi madati krupa no upyog e aapana sanaatan dharam na juna itihaas ma rakshashi jaati thi athva biji koi pan manuya jaathi swayam ni raksha maate bataavava ma aavi chhe 
manushyaye pan swamam ishwar ni bhakti kari shakti medavavaani hoy chhe ane e baba ,sadhu sant ke rushi muni ni raksha ke adar satkaar karavaano hoy chhe , nahi ke aava baba sadhu sant rushi muni paase kai k maangvanu ke mari aa samasya ke te samasya upaay karo 
sadhu santo ne to mandir ,ashram vagere dharmik sthano ni swachchhata ane ene laage vadagati koi system sachavava maate raakhavaa na hoy chhe ane aapane ishwar ni j bhakti thi shakti medavavaa ni hoy chhe
aava babao ke sadhu santo aapan ne ishwar ke temani krupa bataavase? aapane to emano khaali adar satkaar ane khaavapivanu ane vastra paani ke rahethaan ane ekaant puru paadi aapavaanu hoy chhe bas
nahi ke emani paase koi yaachanaa karavani hoy
aapade sansaarikoe emano aadar satkaar ne emani sadu jivan jivava maate ni khaali jarooriyaato puri paadavaa no dharm chhe nahi ke ane ena badalaama emani paase je mantra shakti o hoy chhe te aapade medavavaa no haq hoy chhe 
nahi ke e shakti o no upyog aapani upar bharamit kari ne murkh banaava maate 
ane e loko thodak samay maate  bhoot kaadhe chhe ke pesaade chhe eni pan su khaatari chhe? chhe koi enu pramaan ? dhoonavaathi bhoot pret jaay chhe ke aave chhe tenu su pramaan?
thosh pramaan vagar kyaarey koi ne maanava nahi ,emaay thos etake le majboot je scientific rite siddh thai sake, eva pramaan ke bhramak(je pratyaksh na hoy jetva) pramaan na chaale,  
Jay Shri Krishna🙏",1
"Aama police su kare Police vada mare to Aapdi hige court ne pet ma dudhe che ke Aatla masoom ne tame danda vade kevi rite mari sako ane pachi police vada o ne saja thay che Kheda and junagadh na case ma joi lo 
Aavu thay tyare Te judge saheb ne tya mokli devana khabar pade temne pan",1
Barobar se police ne aeno bap made aetale sadi dhili thay jay se baeo bar se aene hare pan aavu thay to aeney khabar pade ke aam janta hare police je vartan kare se to janta ne ketali taklif thay se,1
"Kem aaje Ronak Bhai ma utsah no abhav dekhay chhe ! , Bav bhare man e muddo uthavvo padto hoy evu lagi rahyu chhe !? 

""HU TO BOLISH"" mathi 'hu to boshish'  e pan mand mand ? 

Khali Batavva kharar aa banayu chhe koi keh na ke kem na batai news m karine clear dekhay chhe have.... kai dignity jevu rakho yarr 🙏🏻",1
Aama shavami pase paisa no toad biju kasu nathi 2 thi 3 khohka no toad aasani thi aama toh haju mota mota matha hase samil shavami lo fasavine shami no tod kari ghar bharvama,1
